自建源,#genre#
厦门卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229184/index.m3u8
江苏卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229298/index.m3u8
安徽卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229301/index.m3u8
天津卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229304/index.m3u8
山西卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229074/index.m3u8
黑龙江卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229109/index.m3u8
甘肃卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229077/index.m3u8
宁夏卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229080/index.m3u8
湖南卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228984/index.m3u8
湖南卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228852/index.m3u8
浙江卫视FHD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229352/index.m3u8
安徽卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229086/index.m3u8
北京卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229085/index.m3u8
广东卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229088/index.m3u8
天津卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229359/index.m3u8
东方卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229092/index.m3u8
黑龙江卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229104/index.m3u8
湖北卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229107/index.m3u8
江西卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229374/index.m3u8
江苏卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229110/index.m3u8
辽宁卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229112/index.m3u8
深圳卫视HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229113/index.m3u8
杭州1HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229307/index.m3u8
杭州2HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229310/index.m3u8
杭州3HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229313/index.m3u8
杭州4HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229377/index.m3u8
杭州5HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229316/index.m3u8
杭州房产电视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229343/index.m3u8
浙江数码时代,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229419/index.m3u8
东方卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229350/index.m3u8
北京卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229353/index.m3u8
深圳卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229356/index.m3u8
广东卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229362/index.m3u8
湖北卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229365/index.m3u8
辽宁卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229368/index.m3u8
河南卫视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229371/index.m3u8
东方购物,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229588/index.m3u8
天目直播1,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229590/index.m3u8
CIBN童学世界,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229813/index.m3u8
CCTV5+咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229816/index.m3u8
CIBN微电影-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229819/index.m3u8
CIBN艺术院线-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229822/index.m3u8
CIBN文旅中国-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229825/index.m3u8
CIBN电影-咪咕HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229828/index.m3u8
CIBN院线电影-咪咕HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229827/index.m3u8
CIBN纪录片-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229831/index.m3u8
CIBN真人秀-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229830/index.m3u8
CIBN综合-咪咕HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229836/index.m3u8
CIBN炫佳动漫-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229845/index.m3u8
未知直播频道,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229833/index.m3u8
VR频道4K-1,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229981/index.m3u8
天目直播2,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229980/index.m3u8
天目直播3,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229984/index.m3u8
VR频道4K-2,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229986/index.m3u8
VR频道4K-3,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229989/index.m3u8
VR频道4K-4,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229995/index.m3u8
江苏卫视HD-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228032/index.m3u8
CCTV1-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228098/index.m3u8
CCTV1HD咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228104/index.m3u8
贵州卫视-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228123/index.m3u8
CCTV2-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228129/index.m3u8
东方卫视-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221227939/index.m3u8
东方卫视-咪咕HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221227964/index.m3u8
海南卫视-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221227912/index.m3u8
CIBN军事-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228143/index.m3u8
未知直播频道,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228152/index.m3u8
学而思网校1,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228203/index.m3u8
黑龙江卫视-咪咕HD,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228374/index.m3u8
黑龙江卫视-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228398/index.m3u8
河南卫视-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228468/index.m3u8
新疆卫视-咪咕,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221228471/index.m3u8



北京台,#genre#
北京卫视,http://ivi.bupt.edu.cn/hls/btv1hd.m3u8
北京文艺,http://ivi.bupt.edu.cn/hls/btv2hd.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京影视,rtmp://ivi.bupt.edu.cn:1935/livetv/btv4hd
北京财经,http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京体育,http://ivi.bupt.edu.cn/hls/btv6hd.m3u8
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京青年,http://ivi.bupt.edu.cn/hls/btv8.m3u8
北京新闻,rtmp://ivi.bupt.edu.cn:1935/livetv/btv9hd
北京纪实,http://ivi.bupt.edu.cn/hls/btv11hd.m3u8


其他,#genre#
CCTV移列车频,http://cntv.hls.cdn.myqcloud.com/asp/hls/1200/0303000a/3/default/dd6b2b145cf3e0aafe1600b2a76f69bd/1200.m3u8
CCTV地铁频道,http://cntv.hls.cdn.myqcloud.com/asp/hls/1200/0303000a/3/default/495eb58028c3083f75979aca35f58e9c/1200.m3u8
CCTV快客频道,http://cntv.hls.cdn.myqcloud.com/asp/hls/1200/0303000a/3/default/5047241ff7bb4ddfe6fb17dfa1c8571c/1200.m3u8
CCTV楼宇频道,http://cntv.hls.cdn.myqcloud.com/asp/hls/1200/0303000a/3/default/8a30d60d13ac1f3ffb019870e5248d7c/1200.m3u8
CCTV饭店频道,http://cntv.hls.cdn.myqcloud.com/asp/hls/1200/0303000a/3/default/5327a6513fc16e5bc61c7b0721bdeb81/1200.m3u8
CCTV广场频道,http://cntv.hls.cdn.myqcloud.com/asp/hls/1200/0303000a/3/default/21823340cc0997f2097f2b0d5770b395/1200.m3u8

上视纪实高清,rtmp://ivi.bupt.edu.cn:1935/livetv/docuchina
金鹰纪实高清,rtmp://ivi.bupt.edu.cn:1935/livetv/gedocu

CETV-1,rtmp://ivi.bupt.edu.cn:1935/livetv/cetv1
CETV-3,rtmp://ivi.bupt.edu.cn:1935/livetv/cetv3
CETV-4,rtmp://ivi.bupt.edu.cn:1935/livetv/cetv4


TVBS vjms,vjms://58.215.133.185:8500:3502/live/cid=349
TVBS新闻 vjms,vjms://58.215.133.185:8500:3502/live/cid=348
年代新闻 vjms,vjms://58.215.133.185:8500:3502/live/cid=455
年代新闻 源1,http://61.147.122.14/flv.live.xylive.tv/live/0088ndxw.flv
非凡新闻 vjms,vjms://58.215.133.185:8500:3502/live/cid=443
三立新闻 vjms,vjms://58.215.133.185:8500:3502/live/cid=352
CNBC vjms,vjms://58.215.133.185:8500:3502/live/cid=98
ELTA体育HD vjms,vjms://58.215.133.185:8500:3502/live/cid=266
HBO原创电影 vjms,vjms://58.215.133.185:8500:3502/live/cid=436
HBO原创电影mitv,mitv://198.255.74.87:9906/5dc08f0d00043b0201b7bd5c9b45d94e.ts
HBO家庭 vjms,vjms://58.215.133.185:8500:3502/live/cid=181
HBO强档 vjms,vjms://58.215.133.185:8500:3502/live/cid=238
HBO强档mitv,mitv://198.255.74.87:9906/5dc08f0d000512f301b7bd94cf14a0de.ts
HBO vjms,vjms://58.215.133.185:8500:3502/live/cid=261
HBO mitv,mitv://198.255.74.87:9906/5dc08f1000069e8c01b7c9b1fc8f2c36.ts
FOX电影 vjms,vjms://58.215.133.185:8500:3502/live/cid=94
纬来戏剧 vjms,vjms://58.215.133.185:8500:3502/live/cid=137
AXN vjms,vjms://58.215.133.185:8500:3502/live/cid=2
公视 vjms,vjms://58.215.133.185:8500:3502/live/cid=236
八大第一 vjms,vjms://58.215.133.185:8500:3502/live/cid=441
FOXSPORT-3 vjms,vjms://58.215.133.185:8500:3502/live/cid=95
纬来体育 vjms,vjms://58.215.133.185:8500:3502/live/cid=202
国家地理野生 vjms,vjms://58.215.133.185:8500:3502/live/cid=263
国家地理 vjms,vjms://58.215.133.185:8500:3502/live/cid=115
探索亚洲 vjms,vjms://58.215.133.185:8500:3502/live/cid=440
探索科学 vjms,vjms://58.215.133.185:8500:3502/live/cid=457
动物星球 vjms,vjms://58.215.133.185:8500:3502/live/cid=3
TLC旅游生活 vjms,vjms://58.215.133.185:8500:3502/live/cid=103
年代MUCH vjms,vjms://58.215.133.185:8500:3502/live/cid=439
Fashion,https://bozztv.com/36bay2/gin/giniko_modelinc_2000kb_36bay2/tracks-v1a1/mono.m3u8
Fashion vjms,vjms://58.215.133.185:8500:3502/live/cid=399
迪斯尼 vjms,vjms://58.215.133.185:8500:3502/live/cid=361

天映HD,p2p://lino.homeunix.com:6007/5b2f1ee9000d3e3d109cc71f4b240eb3.ts
天映经典,p2p://lino.homeunix.com:6007/5b2e01c400098d0f0c42edad22c37385.ts
马来天映,p2p://lino.homeunix.com:6007/5b2f1f3d000d65de109e0f4f08f5264e.ts
新加坡5,p2p://lino.homeunix.com:6007/5a31fbf500092568d4461abc4b040214.ts
新加坡8,p2p://lino.homeunix.com:6007/5a31fc3f000ef04fd4473d4355630850.ts
新加坡u,p2p://lino.homeunix.com:6007/5a31fc73000836bdd44806ad15337fe5.ts
全佳,p2p://lino.homeunix.com:6007/5b2c7b9d000cafb7064ee62073b5429d.ts
喜悦,p2p://lino.homeunix.com:6007/5b2c88690001d3520680e0317d774511.ts
华丽台,p2p://lino.homeunix.com:6007/5b2f267700061e0f10ba47fb489f5964.ts
小太阳,p2p://lino.homeunix.com:6007/5b2c879d000424bd067dc3ee45d96446.ts
欢喜,p2p://lino.homeunix.com:6007/5b2c86ff000b8df6067b5ca240b93635.ts
欢喜台,p2p://lino.homeunix.com:6007/5b2c86ff000b8df6067b5ca240b93635.ts
双星,p2p://lino.homeunix.com:6007/5b2f26bb000f257c10bb53ec280e5f3f.ts
AEC,p2p://lino.homeunix.com:6007/5b2c873100007ef4067c1d2352642785.ts
AOD,p2p://lino.homeunix.com:6007/5b2c8894000eb34506818b752bbe53c4.ts
Discovery科学频道,p2p://lino.homeunix.com:6007/59fd166e000c7533026c1c1b4bf23d6b.ts
Discovery EVE,p2p://lino.homeunix.com:6007/59fd286b000e1cdb02b260d1385f3d28.ts
Discovery动力频道,p2p://lino.homeunix.com:6007/59fd2846000cb99902b1cffa3bb33abb.ts
高清探索频道 HD,p2p://lino.homeunix.com:6007/5acb89750000af6a2c1ba62e06531ad6.ts
国家地理 HD,p2p://lino.homeunix.com:6007/59fd16240000683c026af7fe2edc67eb.ts
国家地理People HD,p2p://lino.homeunix.com:6007/59fd2804000a86bb02b0cd8e6fa14a15.ts
Discovery Asia,p2p://lino.homeunix.com:6007/59fd15f7000e7852026a4bd030284bc8.ts
Discovery HD,p2p://lino.homeunix.com:6007/59fcf587000c4fc201eb95c324ea0953.ts
地理野生频道 HD,p2p://lino.homeunix.com:6007/59fd082b000c6ca7023466633fed4c93.ts
澳门莲花卫视,p2p://lino.homeunix.com:6007/5acb8740000253a62c1307843e7c4bc3.ts
TVBS新闻台 HD,p2p://lino.homeunix.com:6007/59fd096d0003aa9702394e013b6206a2.ts
三立新闻,p2p://lino.homeunix.com:6007/59fd08fd000707490237995b3c9f2775.ts
壹电视新闻 HD,p2p://lino.homeunix.com:6007/59fd08ad000509c00236604f613b08e7.ts
非凡新闻 HD,p2p://lino.homeunix.com:6007/59fd05f30007004f022bba4b77671d93.ts
年代新闻 HD,p2p://lino.homeunix.com:6007/5a56230e0004af51617ff5935a3e292e.ts
民视新闻台,p2p://lino.homeunix.com:6007/59fd05930008403b022a439a3b9b7401.ts
东森新闻 HD,p2p://lino.homeunix.com:6007/5a1427ee0009fb195fc1064a3af652d1.ts
东森财经新闻 HD,p2p://lino.homeunix.com:6007/59fd1f94000ee56d028fd937397b7e63.ts
寰宇新闻频道 HD,p2p://lino.homeunix.com:6007/59fd2b5e0006d13802bde4340bc41e87.ts
寰宇新闻二台,p2p://lino.homeunix.com:6007/5a142744000f25045fbe6f82276e0d88.ts
台视新闻台 HD,p2p://lino.homeunix.com:6007/59fd299b00054a3002b7020e67d657e3.ts
中视新闻台 HD,p2p://lino.homeunix.com:6007/59fd2282000219b8029b479b6fc21d86.ts
中天新闻HD,p2p://lino.homeunix.com:6007/59fd05020006070602280c953c2545e6.ts
国兴卫视,p2p://lino.homeunix.com:6007/59fd0565000d04390229912232d21634.ts
东森幼幼 HD,p2p://lino.homeunix.com:6007/5a32188e00095e2bd4b5d0737fe325f5.ts
风云足球,p2p://lino.homeunix.com:6007/59fd0bbb000185ff02424e24243823ca.ts
travel,p2p://lino.homeunix.com:6007/59fd0b9100084afb0241abca38654efa.ts
CINEMAX,p2p://lino.homeunix.com:6007/59fd0b0b00042603023f9f5023951856.ts
fashiontv HD,p2p://lino.homeunix.com:6007/59fd0add000221eb023eeb130f1c4195.ts
NHK WORLD,p2p://lino.homeunix.com:6007/59fd0a09000c3214023bb18461b51f7a.ts
JET 综合&年代MUCH,p2p://lino.homeunix.com:6007/59fd054a00006c030229246e6fa27a75.ts
中天亚洲台 HD,p2p://lino.homeunix.com:6007/59fd05260002b0730228985b2c380c8a.ts
Baby TV 英语,p2p://lino.homeunix.com:6007/59fd088b000b59000235dd256d3d4ad5.ts
星卫电影台 HD,p2p://lino.homeunix.com:6007/59fd086a00072cbb02355b236c4a3fcb.ts
美亚电影台 HD,p2p://lino.homeunix.com:6007/59fd08470008d4d60234d2d92e65644c.ts
东森电影 HD,p2p://lino.homeunix.com:6007/59fd0cab0008230a0245f94a229777bd.ts
卫视电影台 HD,p2p://lino.homeunix.com:6007/59fd0369000ea5750221d12f32a532b8.ts
纬来电影 HD,p2p://lino.homeunix.com:6007/59fd1feb0003d7be02912a31740004af.ts
靖天电影台 HD,p2p://lino.homeunix.com:6007/59fd358c00069b9502e5a7d404d940d2.ts
靖天映画 HD,p2p://lino.homeunix.com:6007/59fd3565000a788d02e5107642590dce.ts
CHC 动作电影 HD,p2p://lino.homeunix.com:6007/59fd25c800060e1102a812154e343f18.ts
CHC 家庭影院 HD,p2p://lino.homeunix.com:6007/59fd25b000031edb02a7b38a6a5d0696.ts
CHC 高清电影 HD,p2p://lino.homeunix.com:6007/59fd0b3f0002084d024069e339cc1997.ts
好萊塢電影 HD,p2p://lino.homeunix.com:6007/5a141b66000b4be65f90135822b40e43.ts
龙华电影,p2p://lino.homeunix.com:6007/5acb86bc0005dc212c1104ce762f31f7.ts
恐怖电影,p2p://lino.homeunix.com:6007/5b3bbc4f000841ab41e487926cd85add.ts
靖洋戏剧台 HD,p2p://lino.homeunix.com:6007/59fd259600089bb202a74f6123416e8d.ts
AXN 新力影业动作片,p2p://lino.homeunix.com:6007/59fd2573000c0b9e02a6c794631510c8.ts
亚洲旅游台 HD,p2p://lino.homeunix.com:6007/59fd0809000909e90233e0b820d34ea5.ts
ELTA影剧 HD,p2p://lino.homeunix.com:6007/59fd07e7000727bb02335b6b31754db5.ts
ELTA体育1 HD,p2p://lino.homeunix.com:6007/59fd07ba000a4d260232ac6f507c5a84.ts
博斯网球 HD,p2p://lino.homeunix.com:6007/59fd0790000c3d34023208dc252633c0.ts
龙华洋片 HD,p2p://lino.homeunix.com:6007/59fd07650001a79102315e34781149f3.ts
博斯高球Ⅱ HD,p2p://lino.homeunix.com:6007/59fd073b0000c2280230b9e6743b0ab3.ts
美食星球 HD,p2p://lino.homeunix.com:6007/59fd07190004a07d0230361f798d3b15.ts
壹电视综合 HD,p2p://lino.homeunix.com:6007/59fd06f600087a21022fae61787f061c.ts
中视,p2p://lino.homeunix.com:6007/59fd09bd0002ab6d023a86337415321a.ts
中视 HD,p2p://lino.homeunix.com:6007/59fd06ac000555a7022e8c862ebc1019.ts
台视 HD,p2p://lino.homeunix.com:6007/59fd099c00008ebf023a04ce64d57ff4.ts
华视 HD,p2p://lino.homeunix.com:6007/59fd068a0005f99e022e07d55c2f581d.ts
华视,p2p://lino.homeunix.com:6007/59fd23240005c9a4029dc1561885012e.ts
民视,p2p://lino.homeunix.com:6007/59fd230300046dc8029d402053e02fbf.ts
民视台湾台,p2p://lino.homeunix.com:6007/59fd0670000decc5022da459628c3d1a.ts
公视 HD,p2p://lino.homeunix.com:6007/59fd0656000e66cd022d3ee840ad175d.ts
公视3 HD,p2p://lino.homeunix.com:6007/5ac5da01000d09fc15e6046427920804.ts
TVBS HD,p2p://lino.homeunix.com:6007/59fd20d3000f24fd0294b75f4a555e2a.ts
中天综合 HD,p2p://lino.homeunix.com:6007/59fd04bc00059d610226fb164a845fa5.ts
中天娱乐 HD,p2p://lino.homeunix.com:6007/59fd049e0006fb6e0226863427c16955.ts
卫视中文台 HD,p2p://lino.homeunix.com:6007/59fd0394000660a0022277050be47b46.ts
八大第一台 HD,p2p://lino.homeunix.com:6007/59fd22540006fb57029a95244a947e57.ts
八大综合 HD,p2p://lino.homeunix.com:6007/59fd22220005cbed0299d18627a207f7.ts
八大戏剧 HD,p2p://lino.homeunix.com:6007/59fd21c7000edfe70298706f2ef217c7.ts
TVBS欢乐台 HD,p2p://lino.homeunix.com:6007/59fd20ae000635720294248563346fd6.ts
纬来日本.HD,p2p://lino.homeunix.com:6007/5bc8a92100047ccf6299e01b2aac4b86.ts
纬来体育.HD,p2p://lino.homeunix.com:6007/5a141bab0009ca9c5f91208265721808.ts
纬来综合 HD,p2p://lino.homeunix.com:6007/59fd206e00099d6f02932b6078c86d9a.ts
纬来戏剧 HD,p2p://lino.homeunix.com:6007/59fd20190002fb090291ddb256d73759.ts
纬来育乐,p2p://lino.homeunix.com:6007/59fd26ad000978f002ab917848d22993.ts
纬来精彩 HD,p2p://lino.homeunix.com:6007/5ac5d68600012bae15d868ee776c7fe2.ts
东森戏剧 HD,p2p://lino.homeunix.com:6007/59fd17a500022c250270d8533c186ce9.ts
东森洋片 HD,p2p://lino.homeunix.com:6007/59fd17860002b83302705f6a03a560d2.ts
东森综合 HD,p2p://lino.homeunix.com:6007/5a141ade0007bc435f8dff2d5b3453d7.ts
Disney 迪士尼,p2p://lino.homeunix.com:6007/59fd1766000a51cc026fe44f425c5788.ts
大爱一台,p2p://lino.homeunix.com:6007/59fd173e0004273a026f46886dde4613.ts
History HD,p2p://lino.homeunix.com:6007/59fd16f900060059026e396d395f3348.ts
CNN HD 美国有线电视新闻网,p2p://lino.homeunix.com:6007/59fd16db000b5f05026dc5a57b516fdb.ts
BBC HD,p2p://lino.homeunix.com:6007/59fd16bc000f2550026d4d870b85516d.ts
NBA HD,p2p://lino.homeunix.com:6007/59fd169800027ee0026cbdab73845c4a.ts
采昌影剧台,p2p://lino.homeunix.com:6007/59fd15cc000cd7cc0269a36a466420ca.ts
OUTDOOR HD,p2p://lino.homeunix.com:6007/59fd15a600029d6902690c5b552d077d.ts
HBO  HD,p2p://lino.homeunix.com:6007/59fd1566000391610268129978510d8e.ts
HBO Family 温馨家庭 HD,p2p://lino.homeunix.com:6007/59fd152900015243026723c45811069b.ts
HBO原创巨献 HD,p2p://lino.homeunix.com:6007/59fd14fc0005019f026674e730ed03b5.ts
HBO Hits 强档巨献,p2p://lino.homeunix.com:6007/59fd22e50004a1f8029ccaff41480126.ts
FOX  HD,p2p://lino.homeunix.com:6007/59fd14cf000321f60265c4a24ca93407.ts
FOX CRIME HD,p2p://lino.homeunix.com:6007/59fd14ae0007a794026544e32f606291.ts
FOX 优质影院 HD,p2p://lino.homeunix.com:6007/59fd246a0009125502a2bba01b0f4bf5.ts
FOX 动作电影 HD,p2p://lino.homeunix.com:6007/59fd244900002be402a238767364317b.ts
FOX 家庭影院HD,p2p://lino.homeunix.com:6007/59fd229f000615aa029bb9ed79916213.ts
FOX SPORTS 3 HD,p2p://lino.homeunix.com:6007/59fd0ab7000ca0d6023e595351427583.ts
卫视西片 HD,p2p://lino.homeunix.com:6007/59fd1475000301e1026465123e2e3650.ts
CHANNEL NEWSASIA,p2p://lino.homeunix.com:6007/5a56d833000e41286443908c2a501e55.ts
Bloomberg,p2p://lino.homeunix.com:6007/59fd143600049ec602636f67016a7ce1.ts
卫视合家欢 HD,p2p://lino.homeunix.com:6007/59fd14190000e1040262fd2560d91f69.ts
CNBC,p2p://lino.homeunix.com:6007/59fd13fa000e6ccb026287884cf4343a.ts
ALJAZEERA,p2p://lino.homeunix.com:6007/5acb89f900027bd72c1daa3b4a4268c8.ts
DW-TV,p2p://lino.homeunix.com:6007/59fd139d000070db026118a63259113d.ts
TV5,p2p://lino.homeunix.com:6007/59fd1365000b6205026040b545ac325b.ts
靖天日本 HD,p2p://lino.homeunix.com:6007/59fd2893000bff8802b2fc847a9852a6.ts
Ci罪案侦缉 HD,p2p://lino.homeunix.com:6007/59fd2824000df04802b14b7973731f54.ts
亚洲美食 HD,p2p://lino.homeunix.com:6007/59fd27e40007382002b04fb323e85206.ts
EYETV旅游 HD,p2p://lino.homeunix.com:6007/59fd27c4000cb3b102afd41b5cc4003d.ts
FX 福克斯影视 HD,p2p://lino.homeunix.com:6007/59fd279b000c06e702af33d47d4c770a.ts
都市剧场 HD,p2p://lino.homeunix.com:6007/59fd276d000b8b6d02ae80040368597e.ts
三立都会台 HD,p2p://lino.homeunix.com:6007/59fd20f5000e6b4602953c0079210fd1.ts
三立戏剧台 HD,p2p://lino.homeunix.com:6007/59fd274c0001400d02adfc6d23452c25.ts
三立综合台 HD,p2p://lino.homeunix.com:6007/59fd27240003732f02ad60c95d8e10a7.ts
三立台湾.HD,p2p://lino.homeunix.com:6007/5a1425f00009bfad5fb93e0a6f7070c4.ts
新视觉 HD,p2p://lino.homeunix.com:6007/59fd2707000213d002acef2341433091.ts
CatchPlay HD,p2p://lino.homeunix.com:6007/59fd26e9000849d802ac7b8a43f34f6a.ts
ELTA综合 HD,p2p://lino.homeunix.com:6007/59fd26ca00086abe02ac0272796720c5.ts
FRANCE 24（English）,p2p://lino.homeunix.com:6007/59fd268900088bbe02ab049910f0530f.ts
龙华动画 HD,p2p://lino.homeunix.com:6007/59fd26690002a01402aa86134bf26468.ts
动物星球 HD,p2p://lino.homeunix.com:6007/59fd254500042de102a611e03cd83fa7.ts
CN 卡通,p2p://lino.homeunix.com:6007/59fd24f00005da6c02a4c6456cf31e13.ts
MOMO亲子台,p2p://lino.homeunix.com:6007/5a3b9d400006e7bcf9e47334508c3038.ts
tvN HD,p2p://lino.homeunix.com:6007/59fd248e000a1aa502a3488f618b6de7.ts
今日俄罗斯,p2p://lino.homeunix.com:6007/5acb88f40000e1422c19ae4624f1680c.ts
美国高尔夫频道 HD,p2p://lino.homeunix.com:6007/59fd23c0000c1e7f02a0245c6964058b.ts
SKY SPORTS-1 HD,p2p://lino.homeunix.com:6007/59fd234800021a00029e4d0b3a1e0cfe.ts
SKY NEWS HD,p2p://lino.homeunix.com:6007/59fd22c0000ee81c029c3d17391911a6.ts
博斯无限,p2p://lino.homeunix.com:6007/59fd149100031ddf0264d2721a4e5126.ts
八大娱乐台 HD,p2p://lino.homeunix.com:6007/59fd38fe000e2eeb02f31f187a8b3f49.ts
靖天卡通台 HD,p2p://lino.homeunix.com:6007/59fd38e0000de06a02f2a9c951a975a6.ts
MTV 音乐台,p2p://lino.homeunix.com:6007/59fd38c4000c84ed02f23c1b626a19ac.ts
龙华偶像 HD,p2p://lino.homeunix.com:6007/59fd38a1000ca5a002f1b363682d5b70.ts
龙华戏剧 HD,p2p://lino.homeunix.com:6007/59fd38840006b53d02f14094613f7615.ts
博斯足球 HD,p2p://lino.homeunix.com:6007/59fd3861000ae97702f0b8f522337286.ts
寰宇综合 HD,p2p://lino.homeunix.com:6007/59fd383a000db1c102f021590c272f6e.ts
BabyFirst,p2p://lino.homeunix.com:6007/59fd381b000ea26202efa87f74c25153.ts
爱尔达体育3,p2p://lino.homeunix.com:6007/5b1ea05d0009a88cd02e7355473b4230.ts
爱尓达体育2,p2p://lino.homeunix.com:6007/59fd37f9000df20002ef2381617811bf.ts
爱尔达体育1,p2p://lino.homeunix.com:6007/59fd07ba000a4d260232ac6f507c5a84.ts
Boomerang,p2p://lino.homeunix.com:6007/59fd37c100015d9d02ee4584223001fe.ts
MY KIDS,p2p://lino.homeunix.com:6007/59fd3515000d559a02e3d8b272784315.ts
靖天戏剧台 HD,p2p://lino.homeunix.com:6007/59fd36f80009b75202eb367f603a273f.ts
EYETV戏剧 HD,p2p://lino.homeunix.com:6007/59fd35bd00061f9e02e6671d60d7011c.ts
DIVA HD,p2p://lino.homeunix.com:6007/59fd33b00000188702de62ce5428150a.ts
MTV LIVE 音乐现场 HD,p2p://lino.homeunix.com:6007/59fd338800019be502ddc6ec066c3089.ts
龙华经典,p2p://lino.homeunix.com:6007/59fd3363000e740302dd39b062856e0b.ts
曼迪日本台,p2p://lino.homeunix.com:6007/59fd3343000561bb02dcba5e474715ac.ts
星卫娱乐台 HD,p2p://lino.homeunix.com:6007/59fd332000050f8702dc318743ba40af.ts
靖天国际台 HD,p2p://lino.homeunix.com:6007/59fd32c800056a3402dad9e646096d29.ts
smart知识台,p2p://lino.homeunix.com:6007/59fd32970005fa4002da1a9d12c87a7d.ts
